image_name,blur_type,laplacian,grad_var,sobel_mag,tenengrad,label,predicted
186_HONOR-8_S.jpg,sharp,303.2620791672469,1426.6881320801442,32.62563481034957,7836386498.0,0,0
125_NIKON-D3400-35MM_S.JPG,sharp,4692.356156922835,1573.5261227076576,36.21309810301865,8064836454.0,0,1
155_HONOR-10_S.jpg,sharp,739.6315952938511,5642.127632653406,31.606660626163855,20891121364.0,0,0
299_NIKON-D3400-35MM_S.JPG,sharp,1633.6106183477343,8383.289700658714,37.086573380976674,27280651160.0,0,0
32_HUAWEI-P-SMART_S.jpg,sharp,200.93726569710486,2095.5437402049033,22.237265591033378,8147560472.0,0,0
221_IPHONE-SE_S.jpg,sharp,51.56456533889027,370.7208575833218,14.21803437402906,1802103766.0,0,1
196_IPHONE-SE_S.jpg,sharp,143.69448268894115,782.8437692099587,18.255308289989916,3510947178.0,0,1
255_XIAOMI-REDMI-7_S.jpg,sharp,310.05355916989055,2568.0756839298733,45.813899335676034,14681078150.0,0,0
61_XIAOMI-REDMI-7_S.jpg,sharp,29.919767477232714,694.8958589384869,7.898588656719308,2382208104.0,0,1
294_PRESTIGIO-MULTI-PHONE_S.jpg,sharp,1278.746078468086,8499.56876127981,82.8596105459478,48335003544.0,0,0
226_IPHONE-7-PLUS_S.jpeg,sharp,255.31540392315796,2908.7932759480263,27.387546396838996,11509812870.0,0,0
33_HONOR-8X_S.jpg,sharp,120.41262548371715,2015.5801213492603,22.923845445438022,7993555350.0,0,0
31_IPHONE-SE_S.jpg,sharp,69.3953280421263,567.2281039154639,15.908038136899648,2580421116.0,0,1
88_HONOR-8X_S.jpg,sharp,176.47343585759697,2577.35690173047,29.270671420842415,10802836088.0,0,0
177_HONOR-7X_S.jpg,sharp,255.52030798921297,2076.8344183940976,23.319748370847776,8243836614.0,0,0
60_IPHONE-8-PLUS_S.jpg,sharp,219.25610822516572,1081.5024585247904,31.974814289567444,6618269480.0,0,0
254_XIAOMI-REDMI-7_S.jpg,sharp,195.29986794772648,3051.6628262506624,17.273838718025193,10538340834.0,0,0
257_HONOR-9_S.jpg,sharp,115.78200437877972,1354.4020631632866,20.268899242997616,5552934506.0,0,0
311_HONOR-6X_S.jpg,sharp,100.49536115576176,1255.1700438129399,15.663180183975234,4720181402.0,0,1
78_NIKON-D3400-35MM_S.JPG,sharp,852.5873982623812,7818.6545713117575,39.59015252740147,26238847860.0,0,0
223_HONOR-4C_S.jpg,sharp,266.85391932423033,562.9300622939451,29.334144507015967,4477698744.0,0,1
117_HONOR-7X_S.jpg,sharp,1093.642433129637,5290.791557535311,39.54290518968916,21562181524.0,0,0
106_NIKON-D3400-35MM_S.JPG,sharp,4274.340573117945,11022.460296056463,77.19064720204493,47470323436.0,0,0
13_IPHONE-8-PLUS_S.jpg,sharp,590.7887627971743,4825.490197572779,72.23824136248692,31595231852.0,0,0
321_XIAOMI-PROCOFONE-F1_S.jpg,sharp,359.17799527665676,3402.2866107831765,22.405920095842855,12281903158.0,0,0
324_ASUS-ZENFONE-LIVE-ZB501KL_S.jpg,sharp,626.6542691092382,2362.7919177270633,37.628593781110574,8915078844.0,0,0
195_IPHONE-7_S.jpeg,sharp,627.4538181240074,5702.650604556911,40.476512515103245,23092785064.0,0,0
342_XIAOMI-PROCOFONE-F1_S.jpg,sharp,259.87065281685005,1661.0744651740913,28.138446135760955,7715988280.0,0,0
197_HUAWEI-P20-LITE_S.jpg,sharp,288.9441671288221,1476.5442603624742,27.850344263790465,7084764360.0,0,0
148_NIKON-D3400-18-55MM_S.JPG,sharp,4589.022921432405,19043.592047756065,119.90902079865974,93431213378.0,0,0
136_XIAOMI-REDMI-3S_S.jpg,sharp,735.3282518973938,6974.518184455684,34.339802382467305,25649448890.0,0,0
93_HONOR-7X_S.jpg,sharp,297.46660069726346,3784.49647122161,21.13286586020548,13309872410.0,0,0
239_IPHONE-6S_S.jpeg,sharp,270.1873334558606,3595.118417209814,36.05479914706924,15398549194.0,0,0
204_XIAOMI-MI8-SE_S.jpg,sharp,570.1059748564143,1939.0820155645,26.30044213747873,8275766350.0,0,0
213_ONEPLUS-3T_S.jpg,sharp,1243.2962207793016,5776.924580182345,43.53676765137783,24135203976.0,0,0
189_HONOR-7X_S.jpg,sharp,654.7156431217473,4523.132418142454,38.80920497133692,18966496334.0,0,0
165_SAMSUNG-GALAXY-J3_S.jpg,sharp,218.73081174283593,2133.9181153059026,26.312706850466522,8890697616.0,0,0
323_XIAOMI-PROCOFONE-F1_S.jpg,sharp,338.5902801913698,2546.051101501524,22.677927262836416,9626995612.0,0,0
58_IPHONE-6S_S.jpeg,sharp,92.47735434949169,473.67936897392207,18.30029888565975,2543573716.0,0,1
26_HONOR-8X_S.jpg,sharp,392.1953875809263,3277.1305616253326,26.59407215178472,12533760740.0,0,0
59_IPHONE-6S_S.jpg,sharp,536.1603995516481,5399.9732381221975,64.81082536081576,30200298436.0,0,0
129_NIKON-D3400-18-55MM_S.JPG,sharp,755.7644974816338,4788.242593770671,56.42676495683165,22286507156.0,0,0
97_HONOR-7X_S.jpg,sharp,139.4572839379178,1562.7803821597156,23.448200831292862,6645660268.0,0,0
107_XIAOMI-MI8-SE_S.jpg,sharp,425.5370441998336,1764.223237986639,24.119504694824226,7379795296.0,0,0
265_HONOR-9-LITE_S.jpg,sharp,216.19796905866363,1593.7594679506376,21.795323225471403,6507868190.0,0,0
194_IPHONE-SE_S.jpg,sharp,121.34968114127163,1818.853651245853,19.123901446783844,6872085848.0,0,0
55_HONOR-8X_S.jpg,sharp,748.4883065846585,3868.287398591125,42.25086276061232,17784130406.0,0,0
52_HONOR-8X_S.jpg,sharp,52.58794004370133,1032.7288128821945,14.601869761587066,3919399082.0,0,1
232_SAMSUNG-EDGE-7C_S.jpg,sharp,156.44920241291726,2263.5063920920984,24.163900700823273,8957147446.0,0,0
114_ASUS-ZE500KL_S.jpg,sharp,221.90477331491448,2981.085296628701,25.62787914284633,8582820364.0,0,0
6_HUAWEI-MATE20_S.jpg,sharp,3840.9211725411606,24941.533363908253,102.88804088983711,111759795910.0,0,0
329_HONOR-7C_S.jpg,sharp,156.37448714065968,1420.6180106816673,28.260565694873506,6981243636.0,0,0
284_SONY-NEX-5T_S.JPG,sharp,723.0542091896197,5202.131400075078,44.89317296405171,17013504336.0,0,0
85_HONOR-8X_S.jpg,sharp,239.83509879806908,1925.0869416901394,24.695747067331812,7974316246.0,0,0
122_HONOR-7X_S.jpg,sharp,945.8190834153237,4856.8131622994,54.72574889687683,24699377826.0,0,0
184_HONOR-10_S.jpg,sharp,1223.504556548235,6950.9897367223975,45.576420649393526,18674650838.0,0,0
72_IPHONE-8_S.jpg,sharp,459.4408191008258,3113.691392483833,48.74691995298624,17269900750.0,0,0
79_HUAWEI-P30-PRO_S.jpg,sharp,408.34651030846135,5184.659760106463,38.840696846170495,21055173794.0,0,0
292_NIKON-D3400-35MM_S.JPG,sharp,302.6802611438314,2891.599681296153,26.010983436843397,9974893228.0,0,0
101_NIKON-D3400-35MM_S.JPG,sharp,125.51331886674153,505.9137431962948,14.121451280516132,1971761688.0,0,1
228_ASUS-ZENFONE-LIVE-ZB501KL_S.jpg,sharp,396.1915149817893,1906.671578479026,28.231272515577956,6378772742.0,0,0
269_NIKON-D3400-18-55MM_S.JPG,sharp,280.78398326727944,1863.9550843902543,30.854951501625617,7872137122.0,0,0
333_HONOR-7X_S.jpg,sharp,101.0365005252869,1318.0205907166467,11.904462774723642,4591935002.0,0,1
132_NIKON-D3400-18-55MM_S.JPG,sharp,640.594416415359,6623.196140906341,54.070347191443,26688266384.0,0,0
127_IPHONE-8_S.jpeg,sharp,132.95745692639153,239.15533318722296,19.084164092267127,1898008498.0,0,1
335_XIAOMI-PROCOFONE-F1_S.jpg,sharp,562.2216539296177,2254.773149729272,36.389804380402595,11258532240.0,0,0
169_HONOR-7X_S.jpg,sharp,298.08384131451265,2861.1991691127037,34.28155957975221,12697493558.0,0,0
270_NIKON-D3400-18-55MM_S.JPG,sharp,319.35769672374477,4261.8343252437435,49.13130163508005,18662106330.0,0,0
81_SAMSUNG-GALAXY-J3_S.jpg,sharp,160.34664058038433,1666.4846833521035,20.34602229984645,6544515054.0,0,0
94_HONOR-7X_S.jpg,sharp,252.0577296994965,2466.1150332991488,22.829841679981453,9397285802.0,0,0
163_SAMSUNG-GALAXY-GRAND-PRIME-PLUS_S.jpg,sharp,418.32255934003143,2840.269526353037,34.479325902002266,12674432052.0,0,0
245_HONOR-7X_S.jpg,sharp,72.08126987193812,456.2824649814095,16.70184854185434,2312846840.0,0,1
170_IPHONE-8_S.JPG,sharp,476.5076846779547,7492.8980266994295,26.710812229566727,25814993784.0,0,0
113_SAMSUNG-GALAXY-A5_S.jpg,sharp,1072.0125703223766,7024.558225336059,43.87459014670976,21114608936.0,0,0
286_SONY-NEX-5T_S.JPG,sharp,673.1348127099196,7165.7097712471095,44.5648282736079,21572905938.0,0,0
22_HUAWEI-Y9_S.jpg,sharp,61.91837118874173,1950.1202914016005,19.542845288284965,7335973256.0,0,0
318_HONOR-7C_S.jpg,sharp,799.6372664765221,11368.126734730226,57.964715526289616,46330392024.0,0,0
252_HUAWEI-P30_S.jpg,sharp,280.3558760085039,6134.403513127872,35.23086980829327,23201687118.0,0,0
100_NIKON-D3400-35MM_S.JPG,sharp,99.4889959645119,1048.7857066651457,12.21905422142327,3349287332.0,0,1
154_IPHONE-7_S.jpeg,sharp,2298.2452789254767,8815.657141391916,82.84199704517307,49320150536.0,0,0
207_SAMSUNG-GALAXY-J7_S.jpg,sharp,319.34311515503083,3427.61090409862,31.216148901325244,13847679802.0,0,0
157_NIKON-D3400-35MM_S.JPG,sharp,2552.5366692442267,18563.47884660019,101.54400645014894,80719700964.0,0,0
310_XIAOMI-PROCOFONE-F1_S.jpg,sharp,726.7084488968827,5052.776941557665,33.79845463075182,19488138782.0,0,0
99_HONOR-7X_S.jpg,sharp,652.8732327968049,7501.930685988586,42.90045177599189,29388584618.0,0,0
282_SONY-NEX-5T_S.JPG,sharp,224.49430193245308,2917.3583078015317,29.068023347933273,8868693690.0,0,0
262_IPHONE-SE_S.jpg,sharp,166.78471279843697,2856.14696888594,41.32664845304563,14357224776.0,0,0
133_NIKON-D3400-18-55MM_S.JPG,sharp,1944.936660295807,9394.85726637805,99.74556725017975,54076637988.0,0,0
251_IPHONE-6S_S.jpeg,sharp,82.57739977110116,1433.5463719822944,25.91825823597919,6622708966.0,0,0
187_XIAOMI-REDMI-4A_S.jpg,sharp,1308.5404051905132,7626.110424373465,56.17677463024344,25437788934.0,0,0
